Track name,Artist name,Album,Playlist name,Type,ISRC,Apple - id
"The Lonely Flower That Was Left Behind","Miraie","The Lonely Flower That Was Left Behind - Single","All","Playlist","QZMEQ2290174","1638221942"
"My Way","MIREI","My Way","All","Playlist","JPU901601610","1538275217"
"春夏秋冬 reprise","MIREI","still","All","Playlist","JPU902100427","1555193623"
"Cloud Love","Miruku","Cloud Love - Single","All","Playlist","QZES92369350","1677718320"
"You","Miruku","You - Single","All","Playlist","QZFYY1947146","1468857754"
"Falling Into Mystery (feat. Dia Frampton) [Instrumental]","MitiS","Falling Into Mystery (feat. Dia Frampton) - EP","All","Playlist","GBEWA2306071","1808196635"
"Homesick (feat. SOUNDR)","MitiS","Lost","All","Playlist","GBEWA2100910","1806744724"
"Try (feat. RØRY) [Fairlane Remix]","MitiS","Lost (Deluxe)","All","Playlist","GBEWA2104693","1806737034"
"Memories","MitiS","Memories - EP","All","Playlist","CA5KR2321729","1666136999"
"Moments (feat. Adara)","MitiS","'til the End","All","Playlist","USA2P1700471","1701059501"
"As Time Goes On","MitiS","Unity","All","Playlist","GBEWA2307480","1805976616"
"Falling Into Mystery (feat. Dia Frampton)","MitiS","Unity","All","Playlist","GBEWA2306070","1805976617"
"Sometimes, Always","MitiS","Unity","All","Playlist","GBEWA2307485","1805976863"
"Stay (feat. gavn!)","MitiS & Crystal Skies","Unity","All","Playlist","GBEWA2307484","1805976862"
"I Wanna Know (feat. Natalie Taylor)","MitiS & Seven Lions","Unity","All","Playlist","GBEWA2307481","1805976618"
"Bad","Mokita","Bad - Single","All","Playlist","TCAEW2083101","1599367942"
"Ready Yet","Mokita","Ready Yet - Single","All","Playlist","US3DF2089639","1599432690"
"To the Stars","MOKKAI","To the Stars - Single","All","Playlist","QZES72339631","1676042932"
